text_id,text,topic,initial_paragraph,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,clean_text_bert,clean_text_tfidf,clean_text
2-10153,gila gw benci bgt hts sih,Disabilitas,,0,0,0,0,0,0,0,0,0,gila gw benci bgt hts sih,gila benci banget hts,gila benci banget hts
1-3704,China & Rusia menolak memberi bantuan ke Hamas secara materil kecuali melalui diplomasi utk sebuah perdamaian. China & Rusia menolak karena tidak ingin mempengaruhi orang-orang beriman & bertaqwa lagi. Dgn alasan agar mereka tidak terpengaruh jadi komunis. :),Tionghoa,,0,0,0,1,0,0,0,0,0,China & Rusia menolak memberi bantuan ke Hamas secara materil kecuali melalui diplomasi utk sebuah perdamaian. China & Rusia menolak karena tidak ingin mempengaruhi orang-orang beriman & bertaqwa lagi. Dgn alasan agar mereka tidak terpengaruh jadi komunis. :),china rusia menolak bantuan hamas materil kecuali diplomasi perdamaian china rusia menolak tidak mempengaruhi orangorang beriman bertaqwa alasan tidak terpengaruh komunis,china rusia menolak bantuan hamas materil kecuali diplomasi perdamaian china rusia menolak tidak mempengaruhi orangorang beriman bertaqwa alasan tidak terpengaruh komunis
2-1540,Kelakuan pendukung @ganjyang suka serang lawan capres (politik) nya serta orang yang berbeda pilihan semakin membabi buta Apa hal ini tidak diketahui sama Megawati selaku Ketum @PDI_Perjuangan ? Naif sekali kalau jawabannya tidak tahu,Disabilitas,,0,1,1,1,0,0,1,0,0,Kelakuan pendukung suka serang lawan capres (politik) nya serta orang yang berbeda pilihan semakin membabi buta Apa hal ini tidak diketahui sama Megawati selaku Ketum ? Naif sekali kalau jawabannya tidak tahu,kelakuan pendukung suka serang lawan capres politik orang berbeda pilihan membabi buta tidak megawati ketum naif jawabannya tidak,kelakuan pendukung suka serang lawan capres politik orang berbeda pilihan membabi buta tidak megawati ketum naif jawabannya tidak
1-1503,JOKOWI PERINTAHKAN PARA PETINGGI PARTAI KELUAR DARI PDIP AKIBAT SALAH PILIH CAWAPRES,UNKNOWN,"HEBOH !! JOKOWI PERINTAHKAN PARA PETINGGI PARTAI KELUAR DARI PDIP AKIBAT SALAH PILIH CAWAPRES

KESALAHAN MEGAWATI!!
PENGUNDURAN MASAL PDIP BERBONDONG”BAKAR JAZ MERAH",0,1,1,1,0,0,0,0,0,JOKOWI PERINTAHKAN PARA PETINGGI PARTAI KELUAR DARI PDIP AKIBAT SALAH PILIH CAWAPRES,jokowi perintahkan petinggi partai pdip akibat salah pilih cawapres,jokowi perintahkan petinggi partai pdip akibat salah pilih cawapres
2-704,"keluarga, teman, sahabat banyak yang bilang aku agak gila karena taruh sebagian besar uang yang disimpan dalam bentuk bitcoin. 10 tahun lagi kita lihat siapa yang gila 🫶🏻",Disabilitas,,0,0,0,0,0,0,0,0,0,"keluarga, teman, sahabat banyak yang bilang aku agak gila karena taruh sebagian besar uang yang disimpan dalam bentuk bitcoin. 10 tahun lagi kita lihat siapa yang gila",keluarga teman sahabat bilang gila taruh uang disimpan bentuk bitcoin lihat gila,keluarga teman sahabat bilang gila taruh uang disimpan bentuk bitcoin lihat gila
2-8285,"Perempuan ini suka ngatain orang baperan, gampang kesinggung, sendirinya disinggung dikit ngamuk. Orang gila",Disabilitas,,0,0,0,0,0,0,0,0,0,"Perempuan ini suka ngatain orang baperan, gampang kesinggung, sendirinya disinggung dikit ngamuk. Orang gila",perempuan suka ngatain orang baperan gampang kesinggung disinggung dikit ngamuk orang gila,perempuan suka ngatain orang baperan gampang kesinggung disinggung dikit ngamuk orang gila
3-1892,"Setelah Konvoi Ambulans, Israel Bombardir Rumah Sakit Anak dan Sekolah di Gaza",Jewish,,0,0,0,0,0,0,0,0,0,"Setelah Konvoi Ambulans, Israel Bombardir Rumah Sakit Anak dan Sekolah di Gaza",konvoi ambulans israel bombardir rumah sakit anak sekolah gaza,konvoi ambulans israel bombardir rumah sakit anak sekolah gaza
2-3562,Nama: Alleb Hobi: berteman / bekerja / berorganisasi / kelompok tugas sama orang kristen protestan & katholik,Kristen,,0,0,0,0,0,0,0,0,0,Nama: Alleb Hobi: berteman / bekerja / berorganisasi / kelompok tugas sama orang kristen protestan & katholik,nama alleb hobi berteman berorganisasi kelompok tugas orang kristen protestan katholik,nama alleb hobi berteman berorganisasi kelompok tugas orang kristen protestan katholik
3-2967,"Presiden yg fikirannya terbuka,cerdas,modern itu Gus Dur yg berani buka hub diplomatik dgn Israel tp dihambat oleh Sengkuni cs mirip capres boneka partai😁",Jewish,,0,1,1,1,0,0,1,0,0,"Presiden yg fikirannya terbuka,cerdas,modern itu Gus Dur yg berani buka hub diplomatik dgn Israel tp dihambat oleh Sengkuni cs mirip capres boneka partai",presiden fikirannya terbukacerdasmodern gus dur berani buka hub diplomatik israel dihambat sengkuni capres boneka partai,presiden fikirannya terbukacerdasmodern gus dur berani buka hub diplomatik israel dihambat sengkuni capres boneka partai
4-1,"Israel membunuh Wakil Pemimpin Hamas, Saleh al-Arouri, dalam sebuah serangan pesawat tak berawak di Beirut, Lebanon, Selasa malam waktu setempat",Jewish,,0,0,0,0,0,0,0,0,0,"Israel membunuh Wakil Pemimpin Hamas, Saleh al-Arouri, dalam sebuah serangan pesawat tak berawak di Beirut, Lebanon, Selasa malam waktu setempat",israel membunuh wakil pemimpin hamas saleh alarouri serangan pesawat tidak berawak beirut lebanon selasa malam,israel membunuh wakil pemimpin hamas saleh alarouri serangan pesawat tidak berawak beirut lebanon selasa malam
1-165,"Kalau pembentukan capres dan cawapres cacat hukum karena etika hakim, lalu di serahkan pada rakyat saat bapaknya masih berkuasa, apa bisa di bilang suara rakyat yang pilih itu wajar, makanya perlu jurkam dari pusat sampai daerah lakukan pencerahkan hukum pada rakyat paling bawah, bukan fitnah tapi fakta, mau kemana negara hukum ini di bawa, apa kembali ke era orba dan jadikan orba jilid II.",Disabilitas,,0,1,0,0,0,0,0,0,0,"Kalau pembentukan capres dan cawapres cacat hukum karena etika hakim, lalu di serahkan pada rakyat saat bapaknya masih berkuasa, apa bisa di bilang suara rakyat yang pilih itu wajar, makanya perlu jurkam dari pusat sampai daerah lakukan pencerahkan hukum pada rakyat paling bawah, bukan fitnah tapi fakta, mau kemana negara hukum ini di bawa, apa kembali ke era orba dan jadikan orba jilid II.",pembentukan capres cawapres cacat hukum etika hakim serahkan rakyat bapaknya berkuasa bilang suara rakyat pilih wajar jurkam pusat daerah lakukan pencerahkan hukum rakyat bukan fitnah fakta kemana negara hukum bawa era orba jadikan orba jilid,pembentukan capres cawapres cacat hukum etika hakim serahkan rakyat bapaknya berkuasa bilang suara rakyat pilih wajar jurkam pusat daerah lakukan pencerahkan hukum rakyat bukan fitnah fakta kemana negara hukum bawa era orba jadikan orba jilid
4-3871,"#BeritaUSK Universitas Syiah Kuala melalui Office of International Affairs (OIA), berpartisipasi dalam agenda global COP28 (Conference of the Parties of the UNFCCC) yang dilaksanakan pada 30 November – 12 Desember 2023 di Dubai. https://usk.ac.id/usk-hadir-dan-presentasi-di-cop28-uea-2023/ #USK",Syiah,,0,0,0,0,0,0,0,0,0,"Universitas Syiah Kuala melalui Office of International Affairs (OIA), berpartisipasi dalam agenda global COP28 (Conference of the Parties of the UNFCC) yang dilaksanakan pada 30 November 12 Desember 2023 di Dubai.",universitas syiah kuala office international affairs oia berpartisipasi agenda global cop conference the parties the unfc dilaksanakan november desember dubai,universitas syiah kuala office international affairs oia berpartisipasi agenda global cop conference the parties the unfc dilaksanakan november desember dubai
2-2420,@IndiHomeCare knapaa si internet dr kmrn. Gila bayar 700rb pelayanan kaya bgini. Internet ga bisa,Disabilitas,,0,0,1,0,0,0,1,0,0,knapaa si internet dr kmrn. Gila bayar 700rb pelayanan kaya bgini. Internet ga bisa,knapaa internet kmrn gila bayar pelayanan kaya bgini internet tidak,knapaa internet kmrn gila bayar pelayanan kaya bgini internet tidak
2-735,Situ nasrani mendukung israel karna korbannya itu islam. Coba belajar lagi bagaimana yahudi atau israel memperlakukan nasrani disana biar gk kelihatan bodoh.,Jewish,,0,0,1,1,0,0,0,1,0,Situ nasrani mendukung israel karna korbannya itu islam. Coba belajar lagi bagaimana yahudi atau israel memperlakukan nasrani disana biar gk kelihatan bodoh.,situ nasrani mendukung israel karna korbannya islam coba belajar yahudi israel memperlakukan nasrani disana biar tidak bodoh,situ nasrani mendukung israel karna korbannya islam coba belajar yahudi israel memperlakukan nasrani disana biar tidak bodoh
4-3035,"@exxxtrahottt @_meilgi @tanyarlfes skrg gini, ada ga pengungsi palestina di mesir yang buang2 makanan pemberian donasi? ada ga pengungsi palestina yang ngemis2 tanah di mesir? ada ga pengungsi palestina yang berbuat onar rusuh di mesir? Aceh dulu nerima loh tp smnjk si R ini mulai onar ya no wonder lah mrk nolak",Rohingya,,0,0,0,1,0,0,0,0,0,"skrg gini, ada ga pengungsi palestina di mesir yang buang2 makanan pemberian donasi? ada ga pengungsi palestina yang ngemis2 tanah di mesir? ada ga pengungsi palestina yang berbuat onar rusuh di mesir? Aceh dulu nerima loh tp smnjk si R ini mulai onar ya no wonder lah mrk nolak",skrg gini tidak pengungsi palestina mesir buang makanan pemberian donasi tidak pengungsi palestina ngemis tanah mesir tidak pengungsi palestina berbuat onar rusuh mesir aceh nerima loh smnjk onar wonder mrk nolak,skrg gini tidak pengungsi palestina mesir buang makanan pemberian donasi tidak pengungsi palestina ngemis tanah mesir tidak pengungsi palestina berbuat onar rusuh mesir aceh nerima loh smnjk onar wonder mrk nolak
1-1857,"Fama E a #PKU CITY TEA GOAL ッ FOTO MendagZulki FOTO.Meloaeaohmeme kifliHasan (CNN Indonesia/DelaNautalia) Zulhas Sebut Pemerintah Saat Ini Tak Boikot Produk Pro Israel Source:  Menteri Perdagangan Zulkifli Hasan menyebut pemerintah Indonesia tak akan melakukan aksi boikot apa pun terhadap produk yang dianggap pro Israel.

""Soal daftar produk-produk yang diboikot, pemerintah tidak memboikot produk mana pun. Kalau ada pendapat masyarakat, silakan saja,"" ucap Zulhas saat Rapat Kerja Bersama Komisi VI DPR RI, Jakarta, Senin (27/11).

Zulhas pun menilai siapa saja yang sudah mengikuti aturan, maka mereka boleh berjualan di Indonesia.

Sebelumnya, gerakan boikot pada produk-produk yang diduga pro-Israel tengah menggema di dunia maya buntut agresi Israel terhadap Palestina. 

Baca informasi selengkapnya di cnnindonesiacom",Jewish,,0,0,0,0,0,0,0,0,0,"Fama E a CITY TEA GOAL FOTO MendagZulki FOTO.Meloaeaohmeme kifliHasan (CNN Indonesia/DelaNautalia) Zulhas Sebut Pemerintah Saat Ini Tak Boikot Produk Pro Israel Source: Menteri Perdagangan Zulkifli Hasan menyebut pemerintah Indonesia tak akan melakukan aksi boikot apa pun terhadap produk yang dianggap pro Israel. ""Soal daftar produk-produk yang diboikot, pemerintah tidak memboikot produk mana pun. Kalau ada pendapat masyarakat, silakan saja,"" ucap Zulhas saat Rapat Kerja Bersama Komisi VI DPR RI, Jakarta, Senin (27/11). Zulhas pun menilai siapa saja yang sudah mengikuti aturan, maka mereka boleh berjualan di Indonesia. Sebelumnya, gerakan boikot pada produk-produk yang diduga pro-Israel tengah menggema di dunia maya buntut agresi Israel terhadap Palestina. Baca informasi selengkapnya di cnnindonesiacom",fama city tea goal foto mendagzulki fotomeloaeaohmeme kiflihasan cnn indonesiadelanautalia zulhas pemerintah tidak boikot produk pro israel source menteri perdagangan zulkifli hasan menyebut pemerintah indonesia tidak aksi boikot produk dianggap pro israel daftar produkproduk diboikot pemerintah tidak memboikot produk pendapat masyarakat silakan zulhas rapat kerja komisi dpr jakarta senin zulhas menilai mengikuti aturan berjualan indonesia gerakan boikot produkproduk diduga proisrael menggema dunia maya buntut agresi israel palestina baca informasi selengkapnya cnnindonesiacom,fama city tea goal foto mendagzulki fotomeloaeaohmeme kiflihasan cnn indonesiadelanautalia zulhas pemerintah tidak boikot produk pro israel source menteri perdagangan zulkifli hasan menyebut pemerintah indonesia tidak aksi boikot produk dianggap pro israel daftar produkproduk diboikot pemerintah tidak memboikot produk pendapat masyarakat silakan zulhas rapat kerja komisi dpr jakarta senin zulhas menilai mengikuti aturan berjualan indonesia gerakan boikot produkproduk diduga proisrael menggema dunia maya buntut agresi israel palestina baca informasi selengkapnya cnnindonesiacom
1-5029,"Lesbian community in shambles now that a character which was always straight is confirmed to be straight and has a kid Johann LookAtMyMeat1 New official Bayonetta art just dropped 19h Marry and reproduce Terkadang lucu gua liat ini para westard, kayak mereka ga bisa memahami bahwa head canon mereka bukanlah canon yang sebenarnya 💀 ~AkumaF
.
Like, share and follow for more anime news/meme from us 😉
.
__________________________
Oretachi no pātona
@
@animeisekai
@thechaosglow
_________________________
#animeindogallery #meme #funny #anime #animememes",LGBTQ+,,0,0,1,0,0,0,0,1,0,"Lesbian community in shambles now that a character which was always straight is confirmed to be straight and has a kid Johann LookAtMyMeat1 New official Bayonetta art just dropped 19h Marry and reproduce Terkadang lucu gua liat ini para westard, kayak mereka ga bisa memahami bahwa head canon mereka bukanlah canon yang sebenarnya ~AkumaF . Like, share and follow for more anime news/meme from us . __ Oretachi no patona @ __",lesbian community shambles now that character which was always straight confirmed straight and has kid johann lookatmymeat new official bayonetta art just dropped marry and reproduce terkadang lucu gua liat westard kayak tidak memahami head canon canon akumaf like share and follow for more anime newsmeme from oretachi patona,lesbian community shambles now that character which was always straight confirmed straight and has kid johann lookatmymeat new official bayonetta art just dropped marry and reproduce terkadang lucu gua liat westard kayak tidak memahami head canon canon akumaf like share and follow for more anime newsmeme from oretachi patona
4-2376,"Hasil Pengeluaran Pasaran CHINA Hari Kamis, 04 January 2024 Prize 1 : 0235 Prize 2 : 9199 Prize 3 : 2632 Shio : ULAR Selamat kepada para pemenang jackpot",Tionghoa,,1,0,0,0,0,0,0,0,0,"Hasil Pengeluaran Pasaran CHINA Hari Kamis, 04 January 2024 Prize 1 : 0235 Prize 2 : 9199 Prize 3 : 2632 Shio : ULAR Selamat kepada para pemenang jackpot",hasil pengeluaran pasaran china kamis january prize prize prize shio ular selamat pemenang jackpot,hasil pengeluaran pasaran china kamis january prize prize prize shio ular selamat pemenang jackpot
2-12851,"""Aku menceritakan semua cerita ini karena aku menyukaimu, kang da , maukah kau berteman denganku?"" Keknya itu adalah kalimat yg bikin aku jatuh cinta sama joo young do, namun orang2 terpaku sama kata ""teman"" dan menganggap klo itu sekedar menjadi teman biasa (cont)",Jewish,,0,0,0,0,0,0,0,0,0,"""Aku menceritakan semua cerita ini karena aku menyukaimu, kang da , maukah kau berteman denganku?"" Keknya itu adalah kalimat yg bikin aku jatuh cinta sama joo young do, namun orang2 terpaku sama kata ""teman"" dan menganggap klo itu sekedar menjadi teman biasa (cont)",menceritakan cerita menyukaimu kang maukah kau berteman denganku keknya kalimat bikin jatuh cinta joo young orang terpaku teman menganggap sekedar teman cont,menceritakan cerita menyukaimu kang maukah kau berteman denganku keknya kalimat bikin jatuh cinta joo young orang terpaku teman menganggap sekedar teman cont
2-6666,RESULT CHINA POOLS > 15 OKTOBER 2023 SAH >6197 Shio >KELINCI Selamat untuk member yang JP #CHINA #togelonline #datatogel #yupitoto #bandartogelterpercaya #situsjudionline #angkajitu #MAXWIN #togeljackpot #yupitoto #SLOT88 #PLNIPGlobalEnergy #Hamas,Tionghoa,,0,0,0,0,0,0,0,0,0,RESULT CHINA POOLS > 15 OKTOBER 2023 SAH >6197 Shio >KELINCI Selamat untuk member yang JP,result china pools oktober sah shio kelinci selamat member,result china pools oktober sah shio kelinci selamat member
2-11034,"Seorang OP Mengira Jang Wonyoung IVE Transgender Gara-gara Foto Ini, Netizen: Tolong, Tapi Ya M#JangWonyoung #IVE",LGBTQ+,,0,0,1,0,0,0,0,1,0,"Seorang OP Mengira Jang Wonyoung IVE Transgender Gara-gara Foto Ini, Netizen: Tolong, Tapi Ya M",jang wonyoung ive transgender garagara foto netizen tolong,jang wonyoung ive transgender garagara foto netizen tolong
1-6758,"IDN TIMES WORLD NEWS nppp Fode TAI Palestina Tolak Pembangunan Kamp Pengungsi di Gaza Selatan Israel meminta warga di utara mengungsi ke selatan Baca Berita Terupdate Lainnya, dari Politik sampai Entertainment IDN Dowloa AppStore Google Play Perdana Menteri Palestina Mohammad Shtayyeh menolak permintaan Israel untuk membangun kamp pengungsi sementara di selatan Gaza. Seruan ini telah dikeluarkan Israel sejak awal serangan sebulan lalu.

Bahkan, Israel juga meminta agar warga Palestina yang ada di utara Gaza untuk mengungsi ke selatan. Permintaan itu dikeluarkan karena militer Israel akan memburu pejuang Hamas yang diduga bersembunyi dalam terowongan bawah tanah di wilayah utara Gaza.

“Kami ingin rakyat kami kembali ke rumah mereka, tempat yang mereka tinggalkan untuk dipaksa mengungsi,” kata Shtayyeh, dikutip dari Anadolu, Selasa (14/11). Dia mengatakan, Palestina juga berupaya memastikan pengiriman makanan dan obat-obatan bisa sampai ke Jalur Gaza. 

Artikel IDN Times sekarang bisa dibaca di IDN App lho, download sekarang di Google Play & App Store! 
 
Temukan info TERBARU lainnya: @IDNTimes.Video @IDNTimes.Korea @IDNTimes.Community @IDNTimes.Hype @Duniaku_com @Popbela_com @Popmama_com⁣ @Yummy.IDN @Fortune.IDN 
⁣ 
⁣#IDNTimes #SuaraMillennial #DiversityisBeautiful #DemocratizeInformation #Trending #Viral #IDNTimesWorldNews #Gaza #PrayForGaza","Jewish, Rohingya",,0,0,0,1,0,0,0,0,0,"IDN TIMES WORLD NEWS npp Fode TAI Palestina Tolak Pembangunan Kamp Pengungsi di Gaza Selatan Israel meminta warga di utara mengungsi ke selatan Baca Berita Terupdate Lainnya, dari Politik sampai Entertainment IDN Dowloa AppStore Google Play Perdana Menteri Palestina Mohammad Shtayyeh menolak permintaan Israel untuk membangun kamp pengungsi sementara di selatan Gaza. Seruan ini telah dikeluarkan Israel sejak awal serangan sebulan lalu. Bahkan, Israel juga meminta agar warga Palestina yang ada di utara Gaza untuk mengungsi ke selatan. Permintaan itu dikeluarkan karena militer Israel akan memburu pejuang Hamas yang diduga bersembunyi dalam terowongan bawah tanah di wilayah utara Gaza. Kami ingin rakyat kami kembali ke rumah mereka, tempat yang mereka tinggalkan untuk dipaksa mengungsi, kata Shtayyeh, dikutip dari Anadolu, Selasa (14/11). Dia mengatakan, Palestina juga berupaya memastikan pengiriman makanan dan obat-obatan bisa sampai ke Jalur Gaza. Artikel IDN Times sekarang bisa dibaca di IDN App lho, download sekarang di Google Play & App Store! Temukan info TERBARU lainnya: .Video .Korea .Community .Hype .IDN .IDN",idn times world news fode tai palestina tolak pembangunan kamp pengungsi gaza selatan israel warga utara mengungsi selatan baca berita terupdate politik entertainment idn dowloa appstore google play perdana menteri palestina mohammad shtayyeh menolak permintaan israel membangun kamp pengungsi selatan gaza seruan dikeluarkan israel serangan sebulan israel warga palestina utara gaza mengungsi selatan permintaan dikeluarkan militer israel memburu pejuang hamas diduga bersembunyi terowongan tanah wilayah utara gaza rakyat rumah tinggalkan dipaksa mengungsi shtayyeh dikutip anadolu selasa palestina berupaya pengiriman makanan obatobatan jalur gaza artikel idn times dibaca idn app lho download google play app store temukan info terbaru video korea community hype idn idn,idn times world news fode tai palestina tolak pembangunan kamp pengungsi gaza selatan israel warga utara mengungsi selatan baca berita terupdate politik entertainment idn dowloa appstore google play perdana menteri palestina mohammad shtayyeh menolak permintaan israel membangun kamp pengungsi selatan gaza seruan dikeluarkan israel serangan sebulan israel warga palestina utara gaza mengungsi selatan permintaan dikeluarkan militer israel memburu pejuang hamas diduga bersembunyi terowongan tanah wilayah utara gaza rakyat rumah tinggalkan dipaksa mengungsi shtayyeh dikutip anadolu selasa palestina berupaya pengiriman makanan obatobatan jalur gaza artikel idn times dibaca idn app lho download google play app store temukan info terbaru video korea community hype idn idn
4-3295,Viral!! ada caleg anak pejabat langgar aturan Pemilu dengan pasang baliho ditempat ibadah!! Vanesya NPWP ISAP Krystal Asam Sulfat Vagabond 07 Des Mari Bercinta Rohingya https://t.co/QsDvmNCvX8,Rohingya,,0,1,0,1,0,0,0,0,0,Viral!! ada caleg anak pejabat langgar aturan Pemilu dengan pasang baliho ditempat ibadah!! Vanesya NPWP ISAP Krystal Asam Sulfat Vagabond 07 Des Mari Bercinta Rohingya,viral caleg anak pejabat langgar aturan pemilu pasang baliho ditempat ibadah vanesya npwp isap krystal asam sulfat vagabond des mari bercinta rohingya,viral caleg anak pejabat langgar aturan pemilu pasang baliho ditempat ibadah vanesya npwp isap krystal asam sulfat vagabond des mari bercinta rohingya
3-2459,Semester baru semangat baru sih. Haha.. Ha.. semangat buat gila,Disabilitas,,0,0,0,0,0,0,0,0,0,Semester baru semangat baru sih. Haha.. Ha.. semangat buat gila,semester semangat haha semangat gila,semester semangat haha semangat gila
1-5848,"Wehhh gila sih Jungkook ini kapan coba syutingnyaaaa😭😭😭😭🙏
-yap- Wehhh gila sih Jungkook ini kapan coba syutingnyaaaa😭😭😭😭🙏
-yap-",Disabilitas,,1,0,0,0,0,0,0,0,0,Wehh gila sih Jungkook ini kapan coba syutingnyaa -yap- Wehh gila sih Jungkook ini kapan coba syutingnyaa -yap-,weh gila jungkook coba syutingnya yap weh gila jungkook coba syutingnya yap,weh gila jungkook coba syutingnya yap weh gila jungkook coba syutingnya yap
2-12211,"Penampakan Barak Pengungsian di Gaza, Warga Keluhkan Tak Ada Makanan Perang antara Hamas dan Israel membuat warga Gaza berada di pengungsian. Warga mengeluhkan kurangnya pasokan makanan, minuman, hingga air bersih. >> #20detik",Jewish,,0,0,0,1,0,0,0,0,0,"Penampakan Barak Pengungsian di Gaza, Warga Keluhkan Tak Ada Makanan Perang antara Hamas dan Israel membuat warga Gaza berada di pengungsian. Warga mengeluhkan kurangnya pasokan makanan, minuman, hingga air bersih. >>",penampakan barak pengungsian gaza warga keluhkan tidak makanan perang hamas israel warga gaza pengungsian warga mengeluhkan kurangnya pasokan makanan minuman air bersih,penampakan barak pengungsian gaza warga keluhkan tidak makanan perang hamas israel warga gaza pengungsian warga mengeluhkan kurangnya pasokan makanan minuman air bersih
2-8584,"Sy malah dpt hikmah dr kejadian hr ini, lebih baik jd org bisu (nggak banyak bicara) 😉",Disabilitas,,0,0,0,0,0,0,0,0,0,"Sy malah dpt hikmah dr kejadian hr ini, lebih baik jd org bisu (nggak banyak bicara)",hikmah kejadian orang bisu nggak bicara,hikmah kejadian orang bisu nggak bicara
1-5186,Gay Surabaya ready september Open Bo wa 08157686707 yg serius saja #gaysurabaya #gayindonesia #gaypurwokerto #gaycilacap #gaykebumen #gaytegal #gaywonosobo #gaybrondong #gaychinese #gaybandung #gaydenpasar #gayjakarta #gaysolo #gaysurakarta #gayjogja #gaycirebon #gaysemarang,LGBTQ+,,0,0,1,0,0,0,0,0,1,Gay Surabaya ready september Open Bo wa 08157686707 yg serius saja,gay surabaya ready september open serius,gay surabaya ready september open serius
4-3120,Masyarakat Jawa timur dukung Ganjar Pranowo Jatim Ganjar Pranowo Presiden Pilihanku 2024 BEM UGM Rohingya The K2 Komika Pil 1 yayu unru UNHCR Pil 2 Muhammad Internet Gratis Ganjar https://t.co/RVL3LFWwag,Rohingya,,0,1,0,1,0,0,0,0,0,Masyarakat Jawa timur dukung Ganjar Pranowo Jatim Ganjar Pranowo Presiden Pilihanku 2024 BEM UGM Rohingya The K2 Komika Pil 1 yayu unru UNHCR Pil 2 Muhammad Internet Gratis Ganjar,masyarakat jawa timur dukung ganjar pranowo jatim ganjar pranowo presiden pilihanku bem ugm rohingya the komika pil yayu unru unhcr pil muhammad internet gratis ganjar,masyarakat jawa timur dukung ganjar pranowo jatim ganjar pranowo presiden pilihanku bem ugm rohingya the komika pil yayu unru unhcr pil muhammad internet gratis ganjar
1-2445,"Identitas mayat perempuan yang ditemukan tanpa busana dengan kondisi telah membusuk di areal perkebunan di Pekon Negeriratu, Kecamatan Batubrak, Lampung Barat, Sabtu, 16 September 2023, diduga adalah orang dengan gangguan jiwa (ODGJ).

Kasat Reskrim Polres Lampung Barat Iptu Juherdi Sumandi, mengatakan mayat perempuan tanpa identitas itu untuk sementara diduga ODGJ. Sebab beberapa minggu sebelumnya warga sekitar mengaku sering melihat korban di sekitar wilayah tersebut. ""Untuk saat ini identitas mayat wanita yang telah membusuk tanpa busana itu adalah ODGJ,"" kata dia. Demikian juga tentang sebab kematiannya juga belum diketahui. Pihaknya masih akan melakukan penyelidikan lebih lanjut terkait penemuan mayat anonim itu untuk mengetahui sebab kematiannya.

Setelah dievakuasi, mayat tersebut dibawa ke ruang jenazah RSUD Alimuddin Umar (RSUDAU) Liwa sekitar pukul 23:30 oleh tim Polres Lampung Barat, petugas UPT Puskesmas Batu Brak dan Liwa untuk dilakukan pemeriksaan lebih lanjut.

#odgj",Disabilitas,,0,0,0,1,0,0,0,0,0,"Identitas mayat perempuan yang ditemukan tanpa busana dengan kondisi telah membusuk di areal perkebunan di Pekon Negeriratu, Kecamatan Batubrak, Lampung Barat, Sabtu, 16 September 2023, diduga adalah orang dengan gangguan jiwa (ODGJ). Kasat Reskrim Polres Lampung Barat Iptu Juherdi Sumandi, mengatakan mayat perempuan tanpa identitas itu untuk sementara diduga ODGJ. Sebab beberapa minggu sebelumnya warga sekitar mengaku sering melihat korban di sekitar wilayah tersebut. ""Untuk saat ini identitas mayat wanita yang telah membusuk tanpa busana itu adalah ODGJ,"" kata dia. Demikian juga tentang sebab kematiannya juga belum diketahui. Pihaknya masih akan melakukan penyelidikan lebih lanjut terkait penemuan mayat anonim itu untuk mengetahui sebab kematiannya. Setelah dievakuasi, mayat tersebut dibawa ke ruang jenazah RSUD Alimuddin Umar (RSUDAU) Liwa sekitar pukul 23:30 oleh tim Polres Lampung Barat, petugas UPT Puskesmas Batu Brak dan Liwa untuk dilakukan pemeriksaan lebih lanjut.",identitas mayat perempuan ditemukan tanpa busana kondisi membusuk areal perkebunan pekon negeriratu kecamatan batubrak lampung barat sabtu september diduga orang gangguan jiwa odgj kasat reskrim polres lampung barat iptu juherdi sumandi mayat perempuan tanpa identitas diduga odgj minggu warga mengaku korban wilayah identitas mayat wanita membusuk tanpa busana odgj kematiannya belum penyelidikan terkait penemuan mayat anonim kematiannya dievakuasi mayat dibawa ruang jenazah rsud alimuddin umar rsudau liwa tim polres lampung barat petugas upt puskesmas batu brak liwa pemeriksaan,identitas mayat perempuan ditemukan tanpa busana kondisi membusuk areal perkebunan pekon negeriratu kecamatan batubrak lampung barat sabtu september diduga orang gangguan jiwa odgj kasat reskrim polres lampung barat iptu juherdi sumandi mayat perempuan tanpa identitas diduga odgj minggu warga mengaku korban wilayah identitas mayat wanita membusuk tanpa busana odgj kematiannya belum penyelidikan terkait penemuan mayat anonim kematiannya dievakuasi mayat dibawa ruang jenazah rsud alimuddin umar rsudau liwa tim polres lampung barat petugas upt puskesmas batu brak liwa pemeriksaan
2-3509,"Politisi #Israel ini desak Netanyahu segera Ratakan Gaza. “Kita msh blm membalas dendam dgn cara yang alkitabiah. Bakar #Gaza hingga menjadi abu dgn segera. Ciptakan krisis kemanusiaan yg luar biasa. Ratakan seluruh wilayah. Jgn tinggalkan satu batu pun di Gaza. Gaza harus rata!""",Jewish,,0,0,1,1,0,1,0,0,0,"Politisi ini desak Netanyahu segera Ratakan Gaza. Kita msh blm membalas dendam dgn cara yang alkitabiah. Bakar hingga menjadi abu dgn segera. Ciptakan krisis kemanusiaan yg luar biasa. Ratakan seluruh wilayah. Jgn tinggalkan satu batu pun di Gaza. Gaza harus rata!""",politisi desak netanyahu ratakan gaza msh belum membalas dendam alkitabiah bakar abu ciptakan krisis kemanusiaan ratakan wilayah jangan tinggalkan batu gaza gaza,politisi desak netanyahu ratakan gaza msh belum membalas dendam alkitabiah bakar abu ciptakan krisis kemanusiaan ratakan wilayah jangan tinggalkan batu gaza gaza
